Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered
Ohio,US,3/24/2020 23:37,0,0,0
Virginia,US,3/24/2020 23:37,0,0,0
South Dakota,US,3/24/2020 23:37,0,0,0
Texas,US,3/24/2020 23:37,0,0,0
Alabama,US,3/24/2020 23:37,1,0,0
North Carolina,US,3/24/2020 23:37,0,0,0
Louisiana,US,3/24/2020 23:37,3,0,0
Colorado,US,3/24/2020 23:37,0,0,0
Georgia,US,3/24/2020 23:37,0,0,0
Texas,US,3/24/2020 23:37,0,0,0
Florida,US,3/24/2020 23:37,4,0,0
Georgia,US,3/24/2020 23:37,2,0,0
Oregon,US,3/24/2020 23:37,0,0,0
Alabama,US,3/24/2020 23:37,4,0,0
Georgia,US,3/24/2020 23:37,2,0,0
Kentucky,US,3/24/2020 23:37,0,0,0
Maryland,US,3/24/2020 23:37,42,1,0
Maryland,US,3/24/2020 23:37,41,0,0
South Carolina,US,3/24/2020 23:37,0,0,0
Texas,US,3/24/2020 23:37,0,0,0
Georgia,US,3/24/2020 23:37,0,0,0
Nebraska,US,3/24/2020 23:37,0,0,0
Idaho,US,3/24/2020 23:37,2,0,0
Michigan,US,3/24/2020 23:37,0,0,0
Kansas,US,3/24/2020 23:37,0,0,0
Alabama,US,3/24/2020 23:37,0,0,0
West Virginia,US,3/24/2020 23:37,0,0,0
North Dakota,US,3/24/2020 23:37,0,0,0
Massachusetts,US,3/24/2020 23:37,40,0,0
South Carolina,US,3/24/2020 23:37,0,0,0
Kentucky,US,3/24/2020 23:37,0,0,0
Wisconsin,US,3/24/2020 23:37,0,0,0
Georgia,US,3/24/2020 23:37,1,0,0
Michigan,US,3/24/2020 23:37,1,0,0
Missouri,US,3/24/2020 23:37,0,0,0
Indiana,US,3/24/2020 23:37,5,0,0
Kansas,US,3/24/2020 23:37,0,0,0
Missouri,US,3/24/2020 23:37,0,0,0
Georgia,US,3/24/2020 23:37,74,1,0
Texas,US,3/24/2020 23:37,1,0,0
Missouri,US,3/24/2020 23:37,1,0,0
Kentucky,US,3/24/2020 23:37,0,0,0
Virginia,US,3/24/2020 23:37,0,0,0
Arkansas,US,3/24/2020 23:37,0,0,0
Florida,US,3/24/2020 23:37,1,0,0
Michigan,US,3/24/2020 23:37,2,0,0
Wisconsin,US,3/24/2020 23:37,1,0,0
Texas,US,3/24/2020 23:37,0,0,0
South Dakota,US,3/24/2020 23:37,13,0,0
Idaho,US,3/24/2020 23:37,0,0,0
North Carolina,US,3/24/2020 23:37,2,0,0
South Carolina,US,3/24/2020 23:37,22,0,0
Louisiana,US,3/24/2020 23:37,2,0,0
Oklahoma,US,3/24/2020 23:37,0,0,0
Pennsylvania,US,3/24/2020 23:37,3,0,0
Utah,US,3/24/2020 23:37,0,0,0
Montana,US,3/24/2020 23:37,0,0,0
Minnesota,US,3/24/2020 23:37,0,0,0
Oklahoma,US,3/24/2020 23:37,0,0,0
Pennsylvania,US,3/24/2020 23:37,0,0,0
Tennessee,US,3/24/2020 23:37,0,0,0
Virginia,US,3/24/2020 23:37,1,0,0
Texas,US,3/24/2020 23:37,0,0,0
New Hampshire,US,3/24/2020 23:37,7,0,0
Kentucky,US,3/24/2020 23:37,0,0,0
Texas,US,3/24/2020 23:37,18,0,0
Ohio,US,3/24/2020 23:37,2,0,0
Minnesota,US,3/24/2020 23:37,0,0,0
Georgia,US,3/24/2020 23:37,1,0,0
Idaho,US,3/24/2020 23:37,0,0,0
South Dakota,US,3/24/2020 23:37,0,0,0
Vermont,US,3/24/2020 23:37,9,0,0
North Dakota,US,3/24/2020 23:37,0,0,0
Colorado,US,3/24/2020 23:37,0,0,0
Arkansas,US,3/24/2020 23:37,1,0,0
Indiana,US,3/24/2020 23:37,0,0,0
Iowa,US,3/24/2020 23:37,0,0,0
Minnesota,US,3/24/2020 23:37,1,0,0
Mississippi,US,3/24/2020 23:37,0,0,0
Missouri,US,3/24/2020 23:37,0,0,0
Oregon,US,3/24/2020 23:37,4,0,0
Tennessee,US,3/24/2020 23:37,0,0,0
Washington,US,3/24/2020 23:37,9,3,0
Michigan,US,3/24/2020 23:37,0,0,0
New Jersey,US,3/24/2020 23:37,701,6,0
South Carolina,US,3/24/2020 23:37,4,0,0
West Virginia,US,3/24/2020 23:37,0,0,0
Pennsylvania,US,3/24/2020 23:37,16,0,0
Massachusetts,US,3/24/2020 23:37,37,0,0
New Mexico,US,3/24/2020 23:37,43,0,0
Georgia,US,3/24/2020 23:37,0,0,0
Michigan,US,3/24/2020 23:37,8,0,0
North Carolina,US,3/24/2020 23:37,1,0,0
Alaska,US,3/24/2020 23:37,0,0,0
Texas,US,3/24/2020 23:37,69,1,0
Alabama,US,3/24/2020 23:37,0,0,0
Georgia,US,3/24/2020 23:37,4,0,0
Louisiana,US,3/24/2020 23:37,1,0,0
Montana,US,3/24/2020 23:37,0,0,0
Wyoming,US,3/24/2020 23:37,0,0,0
Minnesota,US,3/24/2020 23:37,1,0,0
North Dakota,US,3/24/2020 23:37,0,0,0
Idaho,US,3/24/2020 23:37,2,0,0
Iowa,US,3/24/2020 23:37,4,0,0
Indiana,US,3/24/2020 23:37,0,0,0
North Carolina,US,3/24/2020 23:37,0,0,0
Idaho,US,3/24/2020 23:37,36,0,0
Montana,US,3/24/2020 23:37,0,0,0
Nebraska,US,3/24/2020 23:37,0,0,0
Oklahoma,US,3/24/2020 23:37,0,0,0
Pennsylvania,US,3/24/2020 23:37,0,0,0
Texas,US,3/24/2020 23:37,1,0,0
Virginia,US,3/24/2020 23:37,0,0,0
Georgia,US,3/24/2020 23:37,0,0,0
Tennessee,US,3/24/2020 23:37,0,0,0
Alabama,US,3/24/2020 23:37,0,0,0
Tennessee,US,3/24/2020 23:37,3,0,0
Minnesota,US,3/24/2020 23:37,5,0,0
Idaho,US,3/24/2020 23:37,0,0,0
Mississippi,US,3/24/2020 23:37,4,0,0
Missouri,US,3/24/2020 23:37,0,0,0
South Dakota,US,3/24/2020 23:37,1,0,0
Illinois,US,3/24/2020 23:37,0,0,0
Idaho,US,3/24/2020 23:37,0,0,0
Idaho,US,3/24/2020 23:37,0,0,0
Arkansas,US,3/24/2020 23:37,1,0,0
Illinois,US,3/24/2020 23:37,0,0,0
Indiana,US,3/24/2020 23:37,3,0,0
Iowa,US,3/24/2020 23:37,0,0,0
Kentucky,US,3/24/2020 23:37,1,0,0
Missouri,US,3/24/2020 23:37,20,1,0
Nebraska,US,3/24/2020 23:37,0,0,0
West Virginia,US,3/24/2020 23:37,0,0,0
Texas,US,3/24/2020 23:37,0,0,0
Texas,US,3/24/2020 23:37,0,0,0
Louisiana,US,3/24/2020 23:37,12,0,0
Virginia,US,3/24/2020 23:37,1,0,0
North Dakota,US,3/24/2020 23:37,0,0,0
Colorado,US,3/24/2020 23:37,39,0,0
Idaho,US,3/24/2020 23:37,0,0,0
Kansas,US,3/24/2020 23:37,1,0,0
Kentucky,US,3/24/2020 23:37,2,1,0
Texas,US,3/24/2020 23:37,1,0,0
North Dakota,US,3/24/2020 23:37,0,0,0
Nebraska,US,3/24/2020 23:37,0,0,0
Utah,US,3/24/2020 23:37,1,0,0
Kentucky,US,3/24/2020 23:37,0,0,0
Nebraska,US,3/24/2020 23:37,0,0,0
Kentucky,US,3/24/2020 23:37,0,0,0
Kentucky,US,3/24/2020 23:37,0,0,0
Florida,US,3/24/2020 23:37,1,0,0
Pennsylvania,US,3/24/2020 23:37,1,0,0
Arkansas,US,3/24/2020 23:37,4,0,0
Tennessee,US,3/24/2020 23:37,2,0,0
Michigan,US,3/24/2020 23:37,0,0,0
Georgia,US,3/24/2020 23:37,0,0,0
West Virginia,US,3/24/2020 23:37,0,0,0
Texas,US,3/24/2020 23:37,28,0,0
Texas,US,3/24/2020 23:37,16,0,0
Kentucky,US,3/24/2020 23:37,1,0,0
Kentucky,US,3/24/2020 23:37,0,0,0
Iowa,US,3/24/2020 23:37,0,0,0
Florida,US,3/24/2020 23:37,9,0,0
Texas,US,3/24/2020 23:37,0,0,0
Texas,US,3/24/2020 23:37,0,0,0
Massachusetts,US,3/24/2020 23:37,31,0,0
Rhode Island,US,3/24/2020 23:37,24,0,0
Virginia,US,3/24/2020 23:37,0,0,0
Alaska,US,3/24/2020 23:37,0,0,0
Montana,US,3/24/2020 23:37,1,0,0
New York,US,3/24/2020 23:37,0,0,0
West Virginia,US,3/24/2020 23:37,0,0,0
South Dakota,US,3/24/2020 23:37,1,0,0
Georgia,US,3/24/2020 23:37,0,0,0
Texas,US,3/24/2020 23:37,0,0,0
New York,US,3/24/2020 23:37,9,1,0
Colorado,US,3/24/2020 23:37,2,0,0
Florida,US,3/24/2020 23:37,311,3,0
Illinois,US,3/24/2020 23:37,0,0,0
Indiana,US,3/24/2020 23:37,1,0,0
Kansas,US,3/24/2020 23:37,0,0,0
Minnesota,US,3/24/2020 23:37,0,0,0
Nebraska,US,3/24/2020 23:37,0,0,0
Ohio,US,3/24/2020 23:37,0,0,0
South Dakota,US,3/24/2020 23:37,1,0,0
Texas,US,3/24/2020 23:37,2,0,0
Wisconsin,US,3/24/2020 23:37,3,0,0
South Dakota,US,3/24/2020 23:37,0,0,0
North Carolina,US,3/24/2020 23:37,10,0,0
Virginia,US,3/24/2020 23:37,0,0,0
Georgia,US,3/24/2020 23:37,2,0,0
Oklahoma,US,3/24/2020 23:37,0,0,0
Iowa,US,3/24/2020 23:37,1,0,0
Missouri,US,3/24/2020 23:37,0,0,0
Virginia,US,3/24/2020 23:37,0,0,0
Virginia,US,3/24/2020 23:37,0,0,0
Pennsylvania,US,3/24/2020 23:37,69,0,0
Iowa,US,3/24/2020 23:37,0,0,0
Virginia,US,3/24/2020 23:37,0,0,0
Nebraska,US,3/24/2020 23:37,2,0,0
South Dakota,US,3/24/2020 23:37,0,0,0
Wisconsin,US,3/24/2020 23:37,0,0,0
Kentucky,US,3/24/2020 23:37,0,0,0
Georgia,US,3/24/2020 23:37,0,0,0
Alabama,US,3/24/2020 23:37,0,0,0
North Carolina,US,3/24/2020 23:37,12,0,0
Illinois,US,3/24/2020 23:37,0,0,0
Georgia,US,3/24/2020 23:37,1,0,0
North Carolina,US,3/24/2020 23:37,0,0,0
North Dakota,US,3/24/2020 23:37,0,0,0
North Dakota,US,3/24/2020 23:37,18,0,0
Texas,US,3/24/2020 23:37,0,0,0
New Jersey,US,3/24/2020 23:37,42,0,0
Texas,US,3/24/2020 23:37,1,0,0
Wisconsin,US,3/24/2020 23:37,0,0,0
Nebraska,US,3/24/2020 23:37,0,0,0
Alabama,US,3/24/2020 23:37,0,0,0
Iowa,US,3/24/2020 23:37,0,0,0
Kansas,US,3/24/2020 23:37,3,0,0
Kentucky,US,3/24/2020 23:37,0,0,0
Missouri,US,3/24/2020 23:37,0,0,0
Nebraska,US,3/24/2020 23:37,0,0,0
Ohio,US,3/24/2020 23:37,18,0,0
Pennsylvania,US,3/24/2020 23:37,6,0,0
California,US,3/24/2020 23:37,2,0,0
Idaho,US,3/24/2020 23:37,0,0,0
South Dakota,US,3/24/2020 23:37,0,0,0
Georgia,US,3/24/2020 23:37,2,0,0
North Carolina,US,3/24/2020 23:37,10,0,0
West Virginia,US,3/24/2020 23:37,0,0,0
Utah,US,3/24/2020 23:37,3,0,0
Louisiana,US,3/24/2020 23:37,40,0,0
Oklahoma,US,3/24/2020 23:37,0,0,0
California,US,3/24/2020 23:37,2,0,0
Louisiana,US,3/24/2020 23:37,5,1,0
Kentucky,US,3/24/2020 23:37,0,0,0
Louisiana,US,3/24/2020 23:37,0,0,0
Missouri,US,3/24/2020 23:37,0,0,0
North Carolina,US,3/24/2020 23:37,1,0,0
Texas,US,3/24/2020 23:37,0,0,0
Vermont,US,3/24/2020 23:37,1,0,0
Alabama,US,3/24/2020 23:37,2,0,0
Arkansas,US,3/24/2020 23:37,0,0,0
Florida,US,3/24/2020 23:37,0,0,0
Georgia,US,3/24/2020 23:37,0,0,0
Illinois,US,3/24/2020 23:37,0,0,0
Iowa,US,3/24/2020 23:37,0,0,0
Michigan,US,3/24/2020 23:37,4,0,0
Mississippi,US,3/24/2020 23:37,0,0,0
South Carolina,US,3/24/2020 23:37,1,0,0
Texas,US,3/24/2020 23:37,0,0,0
West Virginia,US,3/24/2020 23:37,0,0,0
Texas,US,3/24/2020 23:37,0,0,0
Missouri,US,3/24/2020 23:37,2,0,0
Kentucky,US,3/24/2020 23:37,1,0,0
Wisconsin,US,3/24/2020 23:37,1,0,0
Maryland,US,3/24/2020 23:37,3,0,0
Idaho,US,3/24/2020 23:37,0,0,0
Pennsylvania,US,3/24/2020 23:37,1,0,0
Georgia,US,3/24/2020 23:37,1,0,0
Missouri,US,3/24/2020 23:37,1,0,0
New Jersey,US,3/24/2020 23:37,51,1,0
North Carolina,US,3/24/2020 23:37,0,0,0
Louisiana,US,3/24/2020 23:37,0,0,0
Pennsylvania,US,3/24/2020 23:37,0,0,0
Texas,US,3/24/2020 23:37,6,0,0
Texas,US,3/24/2020 23:37,0,0,0
Kentucky,US,3/24/2020 23:37,1,0,0
South Dakota,US,3/24/2020 23:37,0,0,0
Tennessee,US,3/24/2020 23:37,2,0,0
Virginia,US,3/24/2020 23:37,0,0,0
Wyoming,US,3/24/2020 23:37,1,0,0
Oklahoma,US,3/24/2020 23:37,4,0,0
Georgia,US,3/24/2020 23:37,0,0,0
Tennessee,US,3/24/2020 23:37,0,0,0
Idaho,US,3/24/2020 23:37,5,0,0
Missouri,US,3/24/2020 23:37,0,0,0
New Jersey,US,3/24/2020 23:37,3,0,0
Montana,US,3/24/2020 23:37,0,0,0
Pennsylvania,US,3/24/2020 23:37,1,0,0
Utah,US,3/24/2020 23:37,0,0,0
Wyoming,US,3/24/2020 23:37,2,0,0
Idaho,US,3/24/2020 23:37,0,0,0
Kentucky,US,3/24/2020 23:37,0,0,0
Minnesota,US,3/24/2020 23:37,0,0,0
Maryland,US,3/24/2020 23:37,1,0,0
Virginia,US,3/24/2020 23:37,0,0,0
Arkansas,US,3/24/2020 23:37,0,0,0
Georgia,US,3/24/2020 23:37,26,0,0
Illinois,US,3/24/2020 23:37,0,0,0
Indiana,US,3/24/2020 23:37,0,0,0
Iowa,US,3/24/2020 23:37,1,0,0
Kentucky,US,3/24/2020 23:37,0,0,0
Maryland,US,3/24/2020 23:37,5,0,0
Mississippi,US,3/24/2020 23:37,0,0,0
Missouri,US,3/24/2020 23:37,0,0,0
New Hampshire,US,3/24/2020 23:37,7,0,0
Ohio,US,3/24/2020 23:37,3,0,0
Tennessee,US,3/24/2020 23:37,3,0,0
Virginia,US,3/24/2020 23:37,0,0,0
Texas,US,3/24/2020 23:37,0,0,0
Nevada,US,3/24/2020 23:37,2,0,0
Kentucky,US,3/24/2020 23:37,0,0,0
Missouri,US,3/24/2020 23:37,0,0,0
Montana,US,3/24/2020 23:37,0,0,0
Oklahoma,US,3/24/2020 23:37,0,0,0
Tennessee,US,3/24/2020 23:37,0,0,0
North Carolina,US,3/24/2020 23:37,5,0,0
Minnesota,US,3/24/2020 23:37,8,0,0
Montana,US,3/24/2020 23:37,3,0,0
Kentucky,US,3/24/2020 23:37,0,0,0
Illinois,US,3/24/2020 23:37,0,0,0
Indiana,US,3/24/2020 23:37,0,0,0
Iowa,US,3/24/2020 23:37,0,0,0
Michigan,US,3/24/2020 23:37,0,0,0
Minnesota,US,3/24/2020 23:37,1,0,0
Missouri,US,3/24/2020 23:37,6,0,0
Nebraska,US,3/24/2020 23:37,2,0,0
North Dakota,US,3/24/2020 23:37,3,0,0
Texas,US,3/24/2020 23:37,0,0,0
Idaho,US,3/24/2020 23:37,1,0,0
Texas,US,3/24/2020 23:37,2,0,0
North Carolina,US,3/24/2020 23:37,0,0,0
Louisiana,US,3/24/2020 23:37,1,1,0
North Carolina,US,3/24/2020 23:37,4,0,0
Georgia,US,3/24/2020 23:37,1,0,0
New Mexico,US,3/24/2020 23:37,0,0,0
New York,US,3/24/2020 23:37,0,0,0
North Dakota,US,3/24/2020 23:37,0,0,0
New York,US,3/24/2020 23:37,2,0,0
Maryland,US,3/24/2020 23:37,3,0,0
Iowa,US,3/24/2020 23:37,1,0,0
Missouri,US,3/24/2020 23:37,0,0,0
Nebraska,US,3/24/2020 23:37,0,0,0
Pennsylvania,US,3/24/2020 23:37,7,0,0
Iowa,US,3/24/2020 23:37,2,0,0
Colorado,US,3/24/2020 23:37,3,0,0
Alabama,US,3/24/2020 23:37,5,0,0
Texas,US,3/24/2020 23:37,1,0,0
Illinois,US,3/24/2020 23:37,4,0,0
Ohio,US,3/24/2020 23:37,1,0,0
Missouri,US,3/24/2020 23:37,0,0,0
Maryland,US,3/24/2020 23:37,5,0,0
Virginia,US,3/24/2020 23:37,1,0,0
South Dakota,US,3/24/2020 23:37,1,0,0
South Carolina,US,3/24/2020 23:37,36,1,0
Michigan,US,3/24/2020 23:37,3,0,0
Florida,US,3/24/2020 23:37,3,0,0
Virginia,US,3/24/2020 23:37,0,0,0
Virginia,US,3/24/2020 23:37,5,0,0
Georgia,US,3/24/2020 23:37,1,0,0
Kansas,US,3/24/2020 23:37,0,0,0
Nebraska,US,3/24/2020 23:37,0,0,0
Georgia,US,3/24/2020 23:37,7,0,0
North Carolina,US,3/24/2020 23:37,3,0,0
Georgia,US,3/24/2020 23:37,0,0,0
Georgia,US,3/24/2020 23:37,1,0,0
Kansas,US,3/24/2020 23:37,0,0,0
New York,US,3/24/2020 23:37,2,0,0
New Mexico,US,3/24/2020 23:37,4,0,0
Tennessee,US,3/24/2020 23:37,5,0,0
Michigan,US,3/24/2020 23:37,0,0,0
Washington,US,3/24/2020 23:37,6,0,0
New York,US,3/24/2020 23:37,3,0,0
New York,US,3/24/2020 23:37,3,0,0
Alabama,US,3/24/2020 23:37,0,0,0
Georgia,US,3/24/2020 23:37,28,0,0
Iowa,US,3/24/2020 23:37,0,0,0
Kansas,US,3/24/2020 23:37,2,0,0
North Carolina,US,3/24/2020 23:37,4,0,0
Oklahoma,US,3/24/2020 23:37,0,0,0
South Carolina,US,3/24/2020 23:37,0,0,0
Texas,US,3/24/2020 23:37,0,0,0
Nebraska,US,3/24/2020 23:37,0,0,0
Virginia,US,3/24/2020 23:37,1,0,0
New Hampshire,US,3/24/2020 23:37,1,0,0
Pennsylvania,US,3/24/2020 23:37,40,0,0
South Carolina,US,3/24/2020 23:37,1,0,0
Tennessee,US,3/24/2020 23:37,1,0,0
South Carolina,US,3/24/2020 23:37,1,0,0
Virginia,US,3/24/2020 23:37,10,0,0
Colorado,US,3/24/2020 23:37,0,0,0
Kansas,US,3/24/2020 23:37,0,0,0
Nebraska,US,3/24/2020 23:37,0,0,0
Iowa,US,3/24/2020 23:37,0,0,0
Mississippi,US,3/24/2020 23:37,6,0,0
Arkansas,US,3/24/2020 23:37,0,0,0
Texas,US,3/24/2020 23:37,0,0,0
Alabama,US,3/24/2020 23:37,0,0,0
Michigan,US,3/24/2020 23:37,1,0,0
Minnesota,US,3/24/2020 23:37,0,0,0
Wisconsin,US,3/24/2020 23:37,1,0,0
Minnesota,US,3/24/2020 23:37,2,0,0
Vermont,US,3/24/2020 23:37,40,4,0
Alabama,US,3/24/2020 23:37,0,0,0
Mississippi,US,3/24/2020 23:37,1,0,0
Oklahoma,US,3/24/2020 23:37,0,0,0
Montana,US,3/24/2020 23:37,0,0,0
North Carolina,US,3/24/2020 23:37,1,0,0
Illinois,US,3/24/2020 23:37,1,0,0
Kentucky,US,3/24/2020 23:37,2,0,0
Missouri,US,3/24/2020 23:37,2,0,0
Nevada,US,3/24/2020 23:37,0,0,0
New Mexico,US,3/24/2020 23:37,1,0,0
Oklahoma,US,3/24/2020 23:37,0,0,0
Florida,US,3/24/2020 23:37,9,0,0
Oregon,US,3/24/2020 23:37,17,1,0
Louisiana,US,3/24/2020 23:37,2,0,0
Mississippi,US,3/24/2020 23:37,0,0,0
Tennessee,US,3/24/2020 23:37,1,0,0
Washington,US,3/24/2020 23:37,4,0,0
Michigan,US,3/24/2020 23:37,1,0,0
South Carolina,US,3/24/2020 23:37,5,1,0
Pennsylvania,US,3/24/2020 23:37,0,0,0
Arkansas,US,3/24/2020 23:37,6,0,0
Idaho,US,3/24/2020 23:37,0,0,0
Illinois,US,3/24/2020 23:37,0,0,0
Indiana,US,3/24/2020 23:37,5,0,0
Kansas,US,3/24/2020 23:37,0,0,0
Kentucky,US,3/24/2020 23:37,2,0,0
Missouri,US,3/24/2020 23:37,0,0,0
Nevada,US,3/24/2020 23:37,212,4,0
Ohio,US,3/24/2020 23:37,2,0,0
South Dakota,US,3/24/2020 23:37,0,0,0
Washington,US,3/24/2020 23:37,13,4,0
Wisconsin,US,3/24/2020 23:37,0,0,0
Alabama,US,3/24/2020 23:37,0,0,0
Georgia,US,3/24/2020 23:37,16,0,0
Iowa,US,3/24/2020 23:37,0,0,0
Mississippi,US,3/24/2020 23:37,0,0,0
Virginia,US,3/24/2020 23:37,0,0,0
Oregon,US,3/24/2020 23:37,1,0,0
Alabama,US,3/24/2020 23:37,0,0,0
Arkansas,US,3/24/2020 23:37,0,0,0
Florida,US,3/24/2020 23:37,10,2,0
Georgia,US,3/24/2020 23:37,0,0,0
Illinois,US,3/24/2020 23:37,0,0,0
Indiana,US,3/24/2020 23:37,0,0,0
Iowa,US,3/24/2020 23:37,0,0,0
Kansas,US,3/24/2020 23:37,0,0,0
Kentucky,US,3/24/2020 23:37,0,0,0
Minnesota,US,3/24/2020 23:37,3,0,0
Mississippi,US,3/24/2020 23:37,1,0,0
Missouri,US,3/24/2020 23:37,3,0,0
Nebraska,US,3/24/2020 23:37,0,0,0
North Carolina,US,3/24/2020 23:37,0,0,0
South Dakota,US,3/24/2020 23:37,0,0,0
Tennessee,US,3/24/2020 23:37,0,0,0
Texas,US,3/24/2020 23:37,0,0,0
West Virginia,US,3/24/2020 23:37,0,0,0
Georgia,US,3/24/2020 23:37,21,0,0
Iowa,US,3/24/2020 23:37,0,0,0
Colorado,US,3/24/2020 23:37,3,0,0
Pennsylvania,US,3/24/2020 23:37,1,0,0
Idaho,US,3/24/2020 23:37,0,0,0
Minnesota,US,3/24/2020 23:37,0,0,0
Alabama,US,3/24/2020 23:37,0,0,0
Arkansas,US,3/24/2020 23:37,32,1,0
Ohio,US,3/24/2020 23:37,5,0,0
Arkansas,US,3/24/2020 23:37,3,0,0
North Carolina,US,3/24/2020 23:37,0,0,0
Oklahoma,US,3/24/2020 23:37,22,1,0
Georgia,US,3/24/2020 23:37,1,0,0
Illinois,US,3/24/2020 23:37,3,0,0
Indiana,US,3/24/2020 23:37,0,0,0
Iowa,US,3/24/2020 23:37,0,0,0
